InitialTime;FinalTime;InitialTorque;FinalTorque;TorqueDiff;DeltaT;ThroughZero
31921,575;31921,825;14,589999999999975;3,240000000000009;11,349999999999966;-45,399999999999864;0
31948,750;31949,186;14,659999999999968;0,2799999999999727;14,379999999999995;-32,981651376032296;1
31950,040;31950,385;-0,1500000000000341;22,430000000000007;22,58000000000004;65,44927536278827;0
31950,596;31950,836;15,189999999999998;28,069999999999993;12,879999999999995;53,6666666671222;0
31950,841;31951,070;26,680000000000007;9,879999999999995;16,80000000000001;-73,36244541505233;0
31957,581;31957,846;6,730000000000018;19,599999999999966;12,869999999999948;48,56603773528881;0
31966,506;31966,786;13,439999999999998;2,579999999999984;10,860000000000014;-38,78571428587559;0
31969,856;31970,096;7,819999999999993;18,230000000000018;10,410000000000025;43,37499999971081;0
31970,101;31970,326;17,599999999999966;7,329999999999984;10,269999999999982;-45,64444444400156;0
31970,981;31971,211;17,21999999999997;5,539999999999964;11,680000000000007;-50,78260869574859;0
31983,581;31983,826;11,379999999999995;26,589999999999975;15,20999999999998;62,08163265239742;0
31983,831;31984,071;25,680000000000007;6,769999999999982;18,910000000000025;-78,79166666614125;0
31984,742;31984,976;13,730000000000018;3,240000000000009;10,490000000000009;-44,82905982898738;0
31985,406;31985,641;9,25;19,839999999999975;10,589999999999975;45,063829787122316;0
31985,646;31985,876;19,170000000000016;7,8799999999999955;11,29000000000002;-49,08695652183239;0
31987,391;31987,626;14,300000000000011;4,21999999999997;10,080000000000041;-42,89361702117053;0
32017,897;32018,197;0,6299999999999955;13,870000000000005;13,240000000000009;44,133333333440405;0
32021,673;32021,937;15,110000000000014;3,0399999999999636;12,07000000000005;-45,71969696920322;0
32022,637;32022,898;12,579999999999984;1,9499999999999886;10,629999999999995;-40,72796934830929;1
32048,963;32049,283;1,0299999999999727;13,71999999999997;12,689999999999998;39,65625000003606;0
32049,288;32049,718;13,349999999999966;0,03999999999996362;13,310000000000002;-30,95348837207208;1
32054,913;32055,298;0,37999999999999545;14,45999999999998;14,079999999999984;36,57142857158058;0
32055,303;32055,783;14,349999999999966;-1,150000000000034;15,5;-32,29166666669604;1
32059,433;32059,978;-0,910000000000025;53,39999999999998;54,31;99,65137614710828;0
32059,983;32060,403;52,389999999999986;9,490000000000009;42,89999999999998;-102,14285714328177;0
32060,408;32060,768;10,360000000000014;52,25;41,889999999999986;116,36111111092293;0
32060,774;32061,173;51,370000000000005;9,420000000000016;41,94999999999999;-105,13784461215765;0
32061,178;32061,498;9,939999999999998;34,70999999999998;24,769999999999982;77,40625000007034;0
32061,503;32061,898;34,06999999999999;4,8799999999999955;29,189999999999998;-73,8987341771335;0
32061,903;32062,233;5,439999999999998;26,829999999999984;21,389999999999986;64,81818181783879;0
32062,238;32062,603;26,25;2,759999999999991;23,49000000000001;-64,35616438392087;0
32066,309;32066,829;10,699999999999989;-0,35000000000002274;11,050000000000011;-21,249999999982183;1
32067,299;32067,749;0,3499999999999659;19,139999999999986;18,79000000000002;41,75555555548809;0
32067,753;32068,183;18,680000000000007;0,75;17,930000000000007;-41,69767441857645;1
32068,483;32069,108;-1,329999999999984;17,769999999999982;19,099999999999966;30,559999999999945;0
32069,383;32069,799;10,659999999999968;105,21999999999997;94,56;227,30769230909175;0
32069,803;32070,159;103,5;20,659999999999968;82,84000000000003;-232,69662921363542;0
32070,164;32070,474;22,21999999999997;63,02999999999997;40,81;131,64516129131133;0
32070,478;32070,799;61,94999999999999;17,46999999999997;44,48000000000002;-138,56697819318416;0
32070,803;32071,119;18,74000000000001;68,56;49,81999999999999;157,658227848653;0
32071,124;32071,444;67,33999999999997;19,149999999999977;48,19;-150,59375000013696;0
32071,449;32071,714;20,80000000000001;57,04000000000002;36,24000000000001;136,7547169814325;0
32071,719;32072,194;55,49000000000001;0,40999999999996817;55,08000000000004;-115,95789473719744;1
32072,239;32072,454;1,6200000000000045;23,819999999999993;22,19999999999999;103,25581395341844;0
32072,638;32072,959;20,810000000000002;79,05000000000001;58,24000000000001;181,43302180690296;0
32072,964;32073,218;77,32999999999998;31,680000000000007;45,64999999999998;-179,7244094482422;0
32073,224;32073,463;33,46999999999997;65,43;31,960000000000036;133,72384937160345;0
32073,468;32073,778;64,32999999999998;15,269999999999982;49,06;-158,25806451731765;0
32073,784;32074,038;16,75;45,370000000000005;28,620000000000005;112,67716535396923;0
32074,043;32074,324;44,339999999999975;11,329999999999984;33,00999999999999;-117,4733096089424;0
32074,553;32074,838;17,889999999999986;3,759999999999991;14,129999999999995;-49,57894736844635;0
32075,338;32075,619;5,6200000000000045;19,71999999999997;14,099999999999966;50,17793594323188;0
32075,624;32075,873;19,189999999999998;7,319999999999993;11,870000000000005;-47,67068273096272;0
32075,878;32076,119;8,009999999999991;20,279999999999973;12,269999999999982;50,91286307092669;0
32076,123;32076,384;19,670000000000016;7,289999999999964;12,380000000000052;-47,432950191824965;0
32076,389;32076,659;7,990000000000009;20,25;12,259999999999991;45,407407407333956;0
32076,664;32076,929;19,80000000000001;6,21999999999997;13,580000000000041;-51,24528301898064;0
32077,969;32078,284;4,180000000000007;22,730000000000018;18,55000000000001;58,88888888913377;0
32078,289;32078,509;21,94999999999999;9,649999999999977;12,300000000000011;-55,90909090971964;0
32078,514;32078,779;10,639999999999986;29,610000000000014;18,970000000000027;71,5849056605347;0
32078,784;32079,064;29,189999999999998;8,639999999999986;20,55000000000001;-73,39285714316233;0
